id;Название плейлиста;Название видео;Дата публикации видео;Количество просмотров видео;Количество лайков под видео;Количество дизлайков под видео;Количество добавлений видео в избранное;Количество комментариев под видео;Продолжительность видео в секундах
SibKi65yIdE;ГАЙДЫ ПО ПТ-САУ;Korben Dallas-Т110Е3-2 МЕСТО-ГАЙДЫ ПО ПТ-САУ;2019-09-23T09:05:37Z;68851;4075;113;0;290;3251
k-P-zNXCANA;ГАЙДЫ ПО ПТ-САУ;Korben Dallas-Объект 268 Вариант 4-1 МЕСТО-ГАЙДЫ ПО ПТ-САУ;2019-09-25T09:00:45Z;85841;5409;174;0;408;3157
j7xaUw7kYCo;DAYS GONE PS4;DAYS GONE-ПРОХОЖДЕНИЕ PS4/ЧАСТЬ 1;2019-04-26T20:48:51Z;35416;2564;97;0;41;10760
oL4rUa2tcm4;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;Т-34-3-ПОСЛЕДНИЙ ЛЬГОТНЫЙ ПРЕМ-ПОДВОДИМ ИТОГИ ПО ЛЬГОТАМ;2019-04-09T18:09:56Z;44126;1997;124;0;34;9998
pni4BE1y2j4;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;TYPE 59-СЕГОДНЯ/Т-34-3-ЗАВТРА-ТЕСТ ПОСЛЕДНИХ ЛЬГОТОВ;2019-04-08T18:28:14Z;31470;1947;94;0;14;10566
pkKBHPA8CAc;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;112 И WZ-111-ПРОДОЛЖАЕМ СМОТР НОВОГО БАЛАНСИРОВЩИКА;2019-04-07T18:20:07Z;43130;2308;118;0;38;10757
Re-1dN7X7Vw;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ТЕСТ БАЛАНСИРОВЩИКА ПРОДОЛЖАЕТСЯ-ЯГА 8.8 И ФЦМ-СТРАДАНИЯ;2019-04-06T18:10:03Z;28852;1632;78;0;12;9990
gbjFYUm5K_Q;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ГУСЬ И СУПЕРПЕРШИНГ-ТЕСТ ЛЬГОТОВ В НОВОМ БАЛАНСЕРЕ;2019-04-05T19:38:32Z;29810;1872;65;0;14;10322
Zb8EorFrNKY;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;НОВЫЙ БАЛАНСИРОВЩИК-КАЖДЫЙ БОЙ В ТОПЕ-ПРОВЕРКА ИС-6 И КВ-5+РОЗЫГРЫШ 150К;2019-04-03T18:15:37Z;55026;3007;154;0;25;9913
2_aSsske6kA;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ИС-3 С МЗ-ТРИ ЗВЕЗДЫ НА СТВОЛ В ПЯТНИЦУ-ПРЯЧЕМСЯ ОТ ЛЕХ;2019-06-21T18:38:20Z;36686;2205;147;0;20;10362
9pLWTpcpjfY;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ПОЕХАЛ КУКУХОЙ-ТРИ ОТМЕТКИ НА ИС-5 И ИС-3 С МЗ;2019-06-20T18:15:00Z;42317;2403;136;0;13;10514
vyg0oK0bSZk;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ШЕСТВИЕ К ТРЕМ ЗВЕЗДАМ НА СТВОЛ-ОСТАЛОСЬ 9%-ИС-3 С МЗ;2019-06-22T19:19:15Z;36116;2023;119;0;8;12202
kYU9iC-RfMQ;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;PANZER 58 MUTZ-ОТМЕТКИ ЗА 50 БОЕВ НА ББ-ЧЕЛЛЕНДЖ САМОМУ СЕБЕ;2019-06-13T18:25:38Z;44933;2366;130;0;34;10734
k95a4DKY3xg;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;МУТЦ И СТА-2-''ЗАПРЕДЕЛЬНЫЙ'' АП-СМОТР ОТ ЭКСПЕРТА В ДЕНЬ РОССИИ;2019-06-12T18:09:36Z;45183;3858;156;0;33;10090
LQMTuqqzFFY;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ЖДЕМ ТАНКИ ИЗ ЦПП+КАТАЮ Т95Е2 ТАНК ЗА РЕФЕРАЛЬНУЮ ПРОГРАММУ;2019-06-09T19:01:18Z;39755;2406;109;0;16;11271
kxcBbWy15lg;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;Т26Е5-ТРИ ОТМЕТКИ+БЕРУ ТОП1 МЕСЯЦА НА НЕМ;2019-06-08T19:19:41Z;50055;2458;215;0;30;12993
BK4A1wvo3ME;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ТРЕТИЙ ПОДХОД К ТРЕМ ОТМЕТКАМ+СЛЕДУЮЩИЙ ТАНК ДЛЯ ОТМЕТОК;2019-06-07T18:50:15Z;41677;2557;152;0;23;12229
K0XpeHwCVuo;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ДОБИВАЮ ТРИ ОТМЕТКИ НА СТВОЛ ФРАНЦУЗА+ВЫБИРАЕМ СЛЕДУЮЩИЙ ТАНК ДЛЯ ОТМЕТОК;2019-06-06T18:27:54Z;46140;3218;388;0;39;10132
SrzFMzmaZPc;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ТАТАУХИ НА СТВОЛ-ФРАНЦУЗСКИЙ БАРАБАНЩИК;2019-06-03T17:46:12Z;37088;2415;150;0;24;9082
Fp42LS0yAA4;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;ФИНАЛЬНЫЙ РЫВОК-ИС-3 С МЗ-ТРИ ЗВЕЗДЫ БЕЗ ГОЛДЫ;2019-06-24T18:53:23Z;40884;2355;131;0;15;11442
KfvUqmrImvQ;КРЕСТЬЯНСКИЕ СТРИМЫ БЕЗ ГОЛДЫ;2.5% ДО САМОЙ СЛОЖНОЙ ОТМЕТКИ НА 8 ЛВЛ-УЛЬТРА ПОТ;2019-06-25T21:48:34Z;63093;3557;159;0;50;20241
JBIznlGlmFo;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-M46 Patton-ВЫПУСК №1;2019-04-01T09:00:46Z;92198;6769;137;0;1108;2377
APnx6dekeBA;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-ИС-6-ВЫПУСК №2;2019-04-03T08:59:39Z;65038;3723;184;0;352;2472
y1W8yX9Z0EU;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Strv m/42-57-ВЫПУСК №3;2019-04-05T08:45:38Z;54390;3174;152;0;212;1775
JeUtUf2e6J4;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Tortoise-ВЫПУСК №4;2019-04-07T08:56:43Z;46934;2664;96;0;160;2417
UqldPOzwgWs;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Excalibur-ВЫПУСК №5;2019-04-09T09:00:17Z;91232;3952;250;0;228;1911
7Xfhr3qNdXE;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Е 75-ВЫПУСК №6;2019-04-11T08:55:48Z;53161;2772;75;0;196;2801
EEmgOJA2j7E;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Jagdpanther II-ВЫПУСК №7;2019-04-13T09:07:12Z;78251;3839;261;0;228;2447
BAvotMdhWBU;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Т-34-85М-ВЫПУСК №8;2019-04-15T09:04:23Z;58138;3091;145;0;284;1664
5JBcsTQ6dAQ;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-ОБЪЕКТ 430-ВЫПУСК №9;2019-04-17T09:00:32Z;62796;2890;111;0;204;2529
uoNwzso28FM;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-АМХ 13 57-ВЫПУСК №10;2019-04-19T09:00:48Z;52930;2577;118;0;186;2262
HDSMmaK4Wwo;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Т-54-ВЫПУСК №11;2019-04-21T09:00:57Z;56108;2643;100;0;173;2824
G_gE65LqkX4;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Е 25-ВЫПУСК №12;2019-04-23T09:00:36Z;40448;2439;66;0;201;1598
GGk5zdA9kxw;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Е 50-ВЫПУСК №13;2019-04-25T09:01:36Z;44719;2382;65;0;163;2227
ElynI5UCupE;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-ОБЪЕКТ 252У ЗАЩИТНИК-ВЫПУСК №14;2019-04-27T09:01:02Z;90995;3906;196;0;318;2719
KVo1XeIK2Fs;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-АМХ М4 51-ВЫПУСК №15;2019-04-29T08:46:40Z;48345;2483;90;0;159;2168
Omie8jsCMrY;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-SOMUA SM-ВЫПУСК №16;2019-05-01T08:56:40Z;44189;2463;86;0;170;1830
DMFQw0sdX6U;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-TYPE 64-ВЫПУСК №17;2019-05-03T09:01:33Z;43452;2195;147;0;172;1838
sVRcIiGAh1s;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-ИС-3-ВЫПУСК №18;2019-05-05T08:58:31Z;44343;2800;79;0;217;2158
3MJ_3f5UUAo;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Progetto M35 mod. 46-ВЫПУСК №19;2019-05-07T08:54:31Z;48814;2410;105;0;190;2196
ZFzqwfN0Ijc;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Panhard EBR 75 (FL 10)-ВЫПУСК №21;2019-05-11T09:01:05Z;31091;1650;61;0;123;2782
VUi8rcfSOTM;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Škoda T 50-ВЫПУСК №22;2019-05-13T08:51:00Z;46673;2359;176;0;179;2424
Ah0VMt7_D_c;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-Cromwell B-ВЫПУСК №23;2019-05-15T08:59:39Z;32254;1694;78;0;115;2214
NLd7qAIla6Y;ТАНКИ ПО КАЙФУ;ТАНКИ ПО КАЙФУ-АМХ 50 100-ФИНАЛ-ВЫПУСК №24;2019-05-17T09:00:48Z;51687;2835;109;0;225;2454
z1__g9X8Ygk;METRO EXODUS;METRO EXODUS-КОЛЕСИМ НА ПАРОВОЗЕ-КРОШИМ ВУРДАЛАКОВ/ЧАСТЬ 1;2019-02-15T19:47:58Z;69521;5573;152;0;149;12249
YYwouznDBF8;METRO EXODUS;METRO EXODUS-КОЛЕСИМ С ТАБОРОМ И ТЕРМИНАТОРОМ В ПОИСКАХ ЖИЛЬЯ;2019-02-16T22:05:32Z;43562;2997;77;0;71;12096
bC5K923apTI;METRO EXODUS;METRO EXODUS ДО КОНЦА(МИНИМУМ 5 ЧАСОВ)-ЛУЧШАЯ ИГРА/ПЛАЧЕМ ВМЕСТЕ;2019-02-18T19:03:35Z;47035;3246;104;0;101;13055
5fq_-se8PwA;METRO EXODUS;МЕТРО-ИСТОРИЯ ОДНОГО ПЕНДОСА-ШЕДЕВАР;2020-02-12T22:09:54Z;59240;4757;215;0;55;10332
dEKgG8x5efQ;METRO EXODUS;МЕТРО-ДЯДЯ СЭМ ЕДЕТ ДОМОЙ В ПЕНДОСТАН;2020-02-13T20:19:45Z;33090;2628;99;0;41;6288
P89XcA2v56g;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-AMX30B-19 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-01T09:00:31Z;140885;7138;79;0;848;2389
oDxBWJEnJQU;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Leopard 1-18 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-03T09:00:06Z;74682;5137;118;0;577;2724
QHhcB5_933k;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-121-17 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-05T09:00:37Z;67424;4241;77;0;382;2268
wd5FL564mM8;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Т-22 ср.-16 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-07T08:59:15Z;76670;5020;103;0;470;1818
vj9IpbOIqS8;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-STB-1-15 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-09T09:00:08Z;74086;4656;70;0;487;3195
UKOYR15p6Zw;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Т-62 А-14 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-11T09:01:05Z;77961;5461;86;0;376;3300
goRuyJdHq5c;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Е 50М-13 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-13T08:59:51Z;70630;4823;95;0;407;2925
WHmZlsTswAs;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-121B-12 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-15T09:00:15Z;55750;3860;72;0;277;3082
iIoxs5tQ8vY;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Bat.-Chatillon 25 t-11 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-17T09:01:06Z;65856;4826;56;0;320;2938
Yz8wQ3ft-P4;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-К-91-10 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-19T08:56:31Z;66102;3790;66;0;264;2823
7wdyYgpbw6s;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-M60-9 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-21T09:01:02Z;59684;3612;65;0;262;2862
KA4tigtZzVM;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-TVP T 50/51-8 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-23T09:08:16Z;77249;4182;79;0;327;2892
HZzLp4ztMAg;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Centurion Action X-7 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-25T09:00:42Z;72358;4273;66;0;407;3424
KfTD4_9biFA;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Progetto M40 mod. 65-6 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-02-27T09:00:18Z;82948;4241;110;0;330;2745
7BFIZR3x1L4;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-ОБЪЕКТ 907-5 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-03-01T09:00:14Z;56742;3591;52;0;347;2409
T-1jLKTVMo4;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-ОБЪЕКТ 140-4 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-03-03T08:55:30Z;76555;4527;128;0;340;2624
44HJ1uMBCPE;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Т95Е6-3 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-03-05T09:00:45Z;57370;3589;65;0;334;3022
l7hnQvixg94;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-М48-2 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-03-07T09:02:21Z;78249;4563;64;0;493;2373
xnFEJ9Os2s0;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-ОБЪЕКТ 430У-1 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-03-09T08:45:05Z;125227;6642;147;0;487;3818
-WP90_ala9E;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-UDES 15/16-4 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-05-19T08:57:21Z;52245;3481;88;0;140;4173
tEIcYsCo7rs;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-Leopard 1-15 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-07-01T09:01:22Z;33750;1908;41;0;227;3187
eTMR59N16DU;ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;Korben Dallas-STB-1-10 МЕСТО-ГАЙДЫ ПО СРЕДНИМ ТАНКАМ;2019-07-03T08:54:57Z;33147;1889;42;0;130;2210
kBf-I2mQ2b8;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-KRANVAGN-21 МЕСТО-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-01T08:53:01Z;161546;8157;130;0;875;2115
iZQJHZU12KA;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-E100-20 МЕСТО-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-03T08:52:20Z;80432;6303;69;0;952;2449
n1z3paVMPdc;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-T110E5-19 МЕСТО-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-05T09:00:46Z;68022;5194;65;0;704;2877
dpKUZqmtwho;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-18 МЕСТО-ИС-4-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-07T09:01:24Z;74642;5788;89;0;734;2593
UBCN6_r9k6g;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-17 МЕСТО-MAUS-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-09T09:00:47Z;72511;5789;79;0;585;2764
CFn-xW7mrGY;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-16 МЕСТО-60TP Lewandowskiego-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-11T08:58:49Z;83772;5200;84;0;474;3175
5nAPCrjJB-A;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-15 МЕСТО-ИС-7-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-13T09:06:43Z;87774;4852;144;0;467;2482
tH5W4DdyL3Q;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-14 МЕСТО-FV215-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-15T08:59:34Z;49217;3329;57;0;217;2832
uoYEJvzp44A;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-13 МЕСТО-Pz.Kpfw. VII-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-17T09:00:51Z;77003;4601;116;0;514;3309
H0A6AbJe8Nw;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-12 МЕСТО-Объект 260-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-19T08:54:58Z;60926;3874;93;0;353;2302
pq9tpVPov6E;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-11 МЕСТО-AMX M4 mle. 54-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-21T09:11:08Z;69563;4393;93;0;374;2405
S7XVfW05AZ8;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-10 МЕСТО-113-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-23T09:00:46Z;86395;5028;115;0;367;2384
_L9oSo5X5wQ;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-9 МЕСТО-T57 Heavy-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-25T09:01:49Z;88781;5543;116;0;531;2997
LpaZyXTqPFQ;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-8 МЕСТО-ОБЪЕКТ 277-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-27T09:02:08Z;113709;5941;190;0;435;2640
C7e8YnMtUqM;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-7 МЕСТО-VK 72.01 (K)-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-29T08:50:00Z;59646;3825;83;0;325;2133
frrPVjSMBhY;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-6 МЕСТО-ОБЪЕКТ 705А-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2018-12-31T09:00:48Z;107681;5599;140;0;409;3312
Gv-FS4R_BXM;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-5 МЕСТО-Super Conqueror-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-01-02T09:00:30Z;100461;5559;110;0;504;2737
yKNgHRlpB00;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-4 МЕСТО-ОБЪЕКТ 279(Р)-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-01-04T09:01:39Z;79828;4954;106;0;440;3003
v3LW9qYil5U;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-3 МЕСТО-AMX 50B-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-01-06T09:10:37Z;107590;6152;115;0;581;3565
Clm5HkJ0qYw;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-2 МЕСТО-WZ-111 model 5A-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-01-08T09:06:03Z;102033;6033;150;0;510;1876
CXb9pfPRGxQ;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-1 МЕСТО-TYPE 5 HEAVY-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-01-10T09:10:44Z;136256;9366;176;0;1286;3224
S_TlVy_27dw;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-T95/FV4201 Chieftain-3 МЕСТО-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-03-11T08:56:40Z;56578;2981;49;0;204;2621
kCt0IK20BBE;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-13 МЕСТО-TYPE 5 HEAVY-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-05-21T09:00:39Z;40430;4484;85;0;178;2999
BtAz0bvjcnE;ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;Korben Dallas-KRANVAGN-10 МЕСТО-ГАЙДЫ ПО ТЯЖЕЛЫМ ТАНКАМ;2019-05-23T08:57:43Z;44117;2845;50;0;160;3395
LCoQhiHmrZA;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА(ЧАСТЬ 1);2018-05-29T09:06:23Z;61086;6217;123;0;787;1280
3gijQagS_2o;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА(ЧАСТЬ 2);2018-06-06T09:08:24Z;40684;3965;52;0;321;959
yLGmvq0NOfE;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА;МОЙ ЛУЧШИЙ БОЙ ПО ОПЫТУ В WORLD OF TANKS (ЧАСТЬ 3);2018-06-12T09:00:49Z;33936;3008;40;0;234;933
PClGssSYQGI;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА(ЧАСТЬ 4);2018-06-20T09:01:26Z;28963;2719;42;0;160;956
0TRMFP5d3RM;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА(ЧАСТЬ 5);2018-06-26T09:05:13Z;31323;2698;54;0;385;1079
qMAf0-hgVWQ;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА;МОЙ ЛУЧШИЙ БОЙ В WORLD OF TANKS;2018-07-04T09:04:02Z;51841;4142;63;0;439;1793
hg1qQ5jpsdo;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА;WORLD OF TANKS-ЭТО БЫЛА ХОРОШАЯ ИГРА(ЧАСТЬ 7);2018-07-11T09:19:20Z;30564;2476;51;0;185;728
wtM9g6Epwr4;FAR CRY 5;FAR CRY 5-РАЗУМИЗМ В ДЕРЕВНЕ ДУРАКОВ/ЧАСТЬ 1 (МАКСИМАЛЬНАЯ ГРАФИКА);2018-03-27T21:57:20Z;50956;3727;202;0;53;9954
JwqfxwHRFzI;FAR CRY 5;FAR CRY 5-СПАСАЕМ МЕДВЕДЯ ВМЕСТЕ С ТЕРПИЛОЙ/ЧАСТЬ 2 (МАКСИМАЛЬНАЯ ГРАФИКА);2018-03-29T23:42:46Z;27688;1635;101;0;33;11617
Mc7_cqO3FvA;ПРОХОЖДЕНИЕ Call of Duty: WWII;Call of Duty: WWII-ПРОХОЖДЕНИЕ ЧАСТЬ 1/РВЁМ ФОЖЫЗДОВ(МАКС ГРАФОН);2017-11-06T21:58:51Z;33541;1896;95;0;72;10701
NL_w_Y0vTLw;ПРОХОЖДЕНИЕ Call of Duty: WWII;Call of Duty: WWII-ПРОХОЖДЕНИЕ ЧАСТЬ 2-ДО КОНЦА/ЦУЦМАН ЖИВИ(МАКС ГРАФОН);2017-11-08T21:10:14Z;17649;1156;60;0;62;8498
FH6l1GazlMI;OUTLAST 2 ПРОХОЖДЕНИЕ;OUTLAST 2 - ПРОХОЖДЕНИЕ #1;2017-04-25T17:18:29Z;41334;3317;83;0;138;9043
9MRbj-nhKyI;OUTLAST 2 ПРОХОЖДЕНИЕ;OUTLAST 2 - ПРОХОЖДЕНИЕ #2;2017-04-26T21:20:02Z;24947;2192;54;0;51;8743
ex43TawuZlo;OUTLAST 2 ПРОХОЖДЕНИЕ;OUTLAST 2 - ПРОХОЖДЕНИЕ #3 ДО КОНЦА(ФИНАЛ);2017-04-28T18:21:52Z;21983;1778;61;0;66;8815
u-x8I8DceBM;ГАЙДЫ ПО КАРТАМ;Korben Dallas(Топ стрелок)-ГАЙД ПО ЛИНИИ ЗИГФРИДА;2017-04-21T08:13:01Z;23051;2019;53;0;122;1061
